time,heatCapacitor_T,switch_Controll
0.0,20.0,0.0
0.0010000000474974513,20.009998256992503,0.0
0.0020000000949949026,20.019995094404123,0.0
0.003000000026077032,20.02999100293249,0.0
0.004000000189989805,20.03998530667525,0.0
0.004999999888241291,20.049976142685864,0.0
0.006000000052154064,20.059965748164018,0.0
0.007000000216066837,20.069954118457133,0.0
0.00800000037997961,20.079941253565153,0.0
0.008999999612569809,20.089927144188607,0.0
0.009999999776482582,20.099911808927686,0.0
0.010999999940395355,20.10989523848167,0.0
0.012000000104308128,20.119877432850558,0.0
0.013000000268220901,20.129858392034407,0.0
0.014000000432133675,20.139838116033218,0.0
0.014999999664723873,20.149816595554285,0.0
0.01600000075995922,20.159793858475552,0.0
0.017000000923871994,20.169769876919133,0.0
0.017999999225139618,20.179744641599314,0.0
0.01899999938905239,20.189718189675034,0.0
0.019999999552965164,20.199690502565716,0.0
0.020999999716877937,20.20966158027136,0.0
0.02199999988079071,20.21963142279185,0.0
0.023000000044703484,20.229600030127358,0.0
0.024000000208616257,20.239565506904512,0.0
0.02500000037252903,20.249529071096788,0.0
0.026000000536441803,20.25949130277462,0.0
0.027000000700354576,20.269452201938122,0.0
0.02800000086426735,20.279411768587238,0.0
0.028999999165534973,20.289369984174527,0.0
0.029999999329447746,20.299326885797313,0.0
0.03099999949336052,20.309282454905713,0.0
0.03200000151991844,20.319236710039718,0.0
0.032999999821186066,20.32918959557935,0.0
0.03400000184774399,20.339141185679637,0.0
0.03500000014901161,20.349091406195498,0.0
0.035999998450279236,20.359040294201918,0.0
0.03700000047683716,20.36898788675404,0.0
0.03799999877810478,20.378934109736633,0.0
0.039000000804662704,20.388879037255037,0.0
0.03999999910593033,20.398822595213858,0.0
0.04100000113248825,20.408764857698486,0.0
0.041999999433755875,20.418705750633478,0.0
0.0430000014603138,20.428645348084387,0.0
0.04399999976158142,20.43858357599555,0.0
0.04500000178813934,20.44852050841274,0.0
0.04600000008940697,20.458456071300077,0.0
0.04699999839067459,20.468390301678028,0.0
0.04800000041723251,20.478323236547055,0.0
0.04899999871850014,20.488254801901235,0.0
0.05000000074505806,20.498185071736486,0.0
0.050999999046325684,20.508113972066838,0.0
0.052000001072883606,20.51804157686837,0.0
0.05299999937415123,20.527967812174893,0.0
0.05400000140070915,20.537892751942707,0.0
0.054999999701976776,20.5478163222254,0.0
0.0560000017285347,20.557738596959496,0.0
0.05700000002980232,20.567659502218362,0.0
0.057999998331069946,20.577579074967844,0.0
0.05900000035762787,20.587497352153775,0.0
0.05999999865889549,20.59741425987943,0.0
0.061000000685453415,20.60732987203164,0.0
0.06199999898672104,20.617244114733523,0.0
0.06300000101327896,20.62715706185196,0.0
0.06400000303983688,20.637068676451065,0.0
0.06499999761581421,20.646978884698626,0.0
0.06599999964237213,20.656887834268957,0.0
0.06700000166893005,20.666795451319956,0.0
0.06800000369548798,20.676701735851566,0.0
0.0689999982714653,20.68660661407131,0.0
0.07000000029802322,20.6965102335742,0.0
0.07100000232458115,20.706412520557706,0.0
0.07199999690055847,20.71631340125913,0.0
0.0729999989271164,20.72621302321386,0.0
0.07400000095367432,20.736110853882565,0.0
0.07500000298023224,20.746006700589305,0.0
0.07599999755620956,20.75590111975623,0.0
0.07699999958276749,20.76579425882244,0.0
0.07800000160932541,20.775686044063264,0.0
0.07900000363588333,20.78557647547882,0.0
