time,J1_w,J2_w,J3_w,J4_w
0.0,9.971427558971177,0.029999941875427538,2.7824964554667986e-15,2.7823818500463465e-15
0.003,9.945650504595497,0.059999439013457945,3.157196726277789e-15,3.1568084980765784e-15
0.006,9.922634857915185,0.08999814211836288,3.885780586188048e-15,3.8852074294855755e-15
0.009000000000000001,9.902322273903998,0.11999564795883089,3.4416913763379853e-15,3.440943217113108e-15
0.012,9.884628625421406,0.14999153754549255,3.83026943495679e-15,3.829280404939167e-15
0.015,9.869445853232392,0.17998538676059717,4.385380947269368e-15,4.384282252596655e-15
0.018,9.856643281454938,0.2099767697646282,4.08006961549745e-15,4.078821852717875e-15
0.020999999999999998,9.84606890328164,0.23996526013524289,3.1086244689504383e-15,3.1070647164699027e-15
0.023999999999999997,9.83755078465817,0.2699504312661851,2.609024107869118e-15,2.6070878352413354e-15
0.026999999999999996,9.830898624042309,0.29993185651454546,5.329070518200751e-15,5.326689280036114e-15
0.029999999999999995,9.825895458826682,0.3299090900087318,4.385380947269368e-15,4.382591883899388e-15
0.032999999999999995,9.822313509622443,0.3598817024424008,3.941291737419306e-15,3.938225049372424e-15
0.036,9.819996242071937,0.3898494016662699,2.1649348980190553e-15,2.1617552013111877e-15
0.039,9.818660573609051,0.4198116941624406,2.4424906541753444e-15,2.4392053472066906e-15
0.042,9.818093803463924,0.44976821105082365,2.4424906541753444e-15,2.43910411635027e-15
0.045000000000000005,9.817979951383949,0.479718431301162,3.1086244689504383e-15,3.1051359593137412e-15
0.04800000000000001,9.818056173943736,0.5096619263610442,3.4416913763379853e-15,3.4381188064404373e-15
0.05100000000000001,9.818037491606104,0.5395982391391474,2.4424906541753444e-15,2.4388859482848078e-15
0.05400000000000001,9.817666162137735,0.5695269605585356,3.1086244689504383e-15,3.1050532208664336e-15
0.057000000000000016,9.816674031263906,0.5994476561438429,1.5543122344752192e-15,1.5508544918668186e-15
0.06000000000000002,9.814816754005136,0.629359919441038,2.220446049250313e-15,2.2171773354761532e-15
0.06300000000000001,9.811847104194108,0.6592633255518887,2.4424906541753444e-15,2.439453070355283e-15
0.06600000000000002,9.807539496341784,0.6891574526108784,2.7755575615628914e-15,2.772700564119046e-15
0.06900000000000002,9.801650949577683,0.7190418800765386,1.9984014443252818e-15,1.9956371086199454e-15
0.07200000000000002,9.793987300258383,0.7489161810487541,3.774758283725532e-15,3.772304310409071e-15
0.07500000000000002,9.78434394574143,0.7787799301116891,3.885780586188048e-15,3.884063477590094e-15
0.07800000000000003,9.772517015080174,0.8086327022943376,2.6645352591003757e-15,2.664134205007353e-15
0.08100000000000003,9.75838599051186,0.8384740746349433,2.55351295663786e-15,2.5544140264872254e-15
0.08400000000000003,9.74178251683681,0.8683036204314902,2.55351295663786e-15,2.5558080940214697e-15
0.08700000000000004,9.722583781885913,0.8981209146687039,3.885780586188048e-15,3.889519339742712e-15
0.09000000000000004,9.700719463117778,0.9279255355334541,2.1094237467877974e-15,2.1149325325540565e-15
0.09300000000000004,9.676100989754108,0.9577170575198153,2.886579864025407e-15,2.8940944344588994e-15
0.09600000000000004,9.648686713840979,0.9874950574044696,1.887379141862766e-15,1.896929599516491e-15
0.09900000000000005,9.618463295137284,1.0172591126010406,1.5543122344752192e-15,1.5655975455522613e-15
0.10200000000000005,9.585428296650612,1.0470087999432227,-2.220446049250313e-16,-2.0946732130078437e-16
0.10500000000000005,9.549615543834488,1.07674369663032,1.3322676295501878e-15,1.3461048034033148e-15
0.10800000000000005,9.511079579761983,1.1064633803219888,1.1102230246251565e-15,1.1253588454034757e-15
0.11100000000000006,9.469899120048838,1.1361674289327368,8.881784197001252e-16,9.047029221129404e-16
0.11400000000000006,9.426174209807254,1.1658554199986302,6.661338147750939e-16,6.839122199334206e-16
0.11700000000000006,9.380033177825325,1.1955269318436343,2.220446049250313e-16,2.410721084796286e-16
