time,J1_w,J2_w,J3_w,J4_w
0.0,9.990164265507527,0.009999997894055923,-4.751407600700475e-15,-4.7516880337455984e-15
0.0010000000474974513,9.980639354676445,0.019999982431064822,-3.642919299551295e-15,-3.6437888481886e-15
0.0020000000949949026,9.971426214393254,0.0299999439495906,-3.1363800445660672e-15,-3.1381942143270388e-15
0.003000000142492354,9.96252362131714,0.039999833690089304,-2.123301534595612e-15,-2.12571762880386e-15
0.004000000189989805,9.953931382816311,0.049999663576510756,-2.8449465006019636e-15,-2.847798925647354e-15
0.0050000002374872565,9.945649345989507,0.05999944307348137,-2.005340338229189e-15,-2.008604075855229e-15
0.006000000284984708,9.93767345415699,0.06999912815866338,-2.7755575615628914e-16,-2.812985179503699e-16
0.007000000332482159,9.930000680475711,0.07999868598531457,1.942890293094024e-16,1.8993034249650857e-16
0.00800000037997961,9.922633919443465,0.08999814796398908,-3.3306690738754696e-16,-3.3811225602809606e-16
0.009000000427477062,9.915570301927625,0.0999974960487009,-1.2212453270876722e-15,-1.2269684906635052e-15
0.010000000474974513,9.908796859706843,0.10999664867321535,-1.0547118733938987e-15,-1.0607442938431865e-15
0.011000000522471964,9.902321494229707,0.11999565553528058,-1.582067810090848e-15,-1.5882600989075338e-15
0.012000000569969416,9.896144205496217,0.12999451663489836,-1.0269562977782698e-15,-1.0331590664562962e-15
0.013000000617466867,9.890243527576878,0.13999313426490545,3.3306690738754696e-16,3.2665659665623367e-16
0.014000000664964318,9.88462789533273,0.14999154681852644,-1.6375789613221059e-15,-1.64425774133669e-15
0.01500000071246177,9.87929904790488,0.15998976221187355,6.106226635438361e-16,6.036425559914814e-16
0.01600000075995922,9.87424004284772,0.16998771949655378,3.0531133177191805e-16,2.9799719789326784e-16
0.017000000807456672,9.86944505733157,0.17998539772564826,-1.942890293094024e-16,-2.0196983349713627e-16
0.018000000854954123,9.864922432315149,0.18998282690474078,-1.0547118733938987e-15,-1.0627920703804182e-15
0.019000000902451575,9.860662798791989,0.1999799789543033,1.6653345369377348e-16,1.5808796998019662e-16
0.020000000949949026,9.85664233393982,0.20997678247576168,-7.494005416219807e-16,-7.580072792279263e-16
0.021000000997446477,9.852876862425049,0.21997328489669066,1.7763568394002505e-15,1.7676800043399287e-15
0.02200000104494393,9.84936638424767,0.22996948621708313,6.661338147750939e-16,6.574780386983886e-16
0.02300000109244138,9.846067777724244,0.23996527472643514,4.440892098500626e-16,4.3535509243606444e-16
0.02400000113993883,9.84300396608907,0.24996070980939855,1.1657341758564144e-15,1.1569236156409168e-15
0.025000001187436283,9.840175036379575,0.2599557916914499,1.1657341758564144e-15,1.1568494559977189e-15
0.026000001234933734,9.837551786823399,0.26995045444481924,-1.7763568394002505e-15,-1.7853161892428327e-15
0.027000001282431185,9.835127615971295,0.2799446831656631,-1.9984014443252818e-15,-2.007436516957529e-15
0.028000001329928637,9.832907891650038,0.2899384899727231,-2.9976021664879227e-15,-3.0067135485714854e-15
0.029000001377426088,9.83088894056582,0.29993186657294224,-1.3322676295501878e-15,-1.341456254109624e-15
0.03000000142492354,9.829067089424829,0.30992480467325656,-7.216449660063518e-16,-7.309121124291279e-16
0.03100000147242099,9.827417285192107,0.3199172572432314,-4.996003610813204e-16,-5.089341073408499e-16
0.03200000151991844,9.825934157290563,0.32990921291454356,-1.8318679906315083e-15,-1.841255685540553e-15
0.03300000156741589,9.824617399286092,0.3399006694944582,-1.2212453270876722e-15,-1.2306767993119203e-15
0.034000001614913344,9.82346039395782,0.34989161335589003,-1.7763568394002505e-15,-1.785820398479517e-15
0.035000001662410796,9.822456524084872,0.3598820308717592,-1.2212453270876722e-15,-1.2307277634358994e-15
0.03600000170990825,9.821582758227422,0.36987188632877555,8.326672684688674e-16,8.231667986663821e-16
0.0370000017574057,9.820832074829204,0.3798611655557984,7.216449660063518e-16,7.121284836601861e-16
0.03800000180490315,9.82020002388829,0.3898498578418561,1.1102230246251565e-16,1.0149518087406972e-16
0.0390000018524006,9.819677806892361,0.3998379466248245,1.27675647831893e-15,1.2672237647465027e-15
0.04000000189989805,9.819256625329096,0.4098254153425742,1.1102230246251565e-15,1.1006894402839454e-15
0.041000001947395504,9.818921229907463,0.4198122462849092,7.771561172376096e-16,7.676450957808138e-16
0.042000001994892955,9.818662996572098,0.42979842292075077,-8.881784197001252e-16,-8.976442855452797e-16
0.043000002042390406,9.818473823387938,0.4397839288119503,1.1657341758564144e-15,1.1563336764664042e-15
0.04400000208988786,9.818344083795653,0.4497687472490046,1.0547118733938987e-15,1.045399069112811e-15
0.04500000213738531,9.818264151235914,0.45975286152241956,1.6653345369377348e-15,1.656133874229623e-15
0.04600000218488276,9.818223213025377,0.4697362606695119,3.885780586188048e-16,3.7948265713771945e-16
0.04700000223238021,9.818211732631715,0.4797189275446012,-1.5543122344752192e-15,-1.5633045988128649e-15
0.04800000227987766,9.818220184570976,0.4897008449484801,-4.996003610813204e-16,-5.08486944570766e-16
0.049000002327375114,9.818238795092618,0.49968199688479586,1.0547118733938987e-15,1.0459317819815321e-15
0.050000002374872565,9.818257790446104,0.5096623673571941,-1.2212453270876722e-15,-1.2299202476699633e-15
0.05100000242237002,9.818267446209173,0.5196419436704112,-2.220446049250313e-16,-2.306080680103108e-16
0.05200000246986747,9.81825798260526,0.5296207094248295,1.9984014443252818e-15,1.989952515241139e-15
0.05300000251736492,9.818219622745348,0.5395986484140654,7.771561172376096e-16,7.688221528199541e-16
0.05400000256486237,9.818142598801291,0.5495757450381031,5.551115123125783e-16,5.46892068183175e-16
0.05500000261235982,9.818017142944939,0.559551983696922,6.661338147750939e-16,6.580275715121213e-16
0.05600000265985727,9.817834731119028,0.5695273484485774,7.771561172376096e-16,7.691547412646779e-16
0.057000002707354724,9.817585396253179,0.5795018237478242,2.220446049250313e-15,2.212541315384343e-15
0.058000002754852176,9.817259323080547,0.58947539400768,1.3322676295501878e-15,1.3244506717164828e-15
0.05900000280234963,9.816846895330235,0.5994480435864631,1.1102230246251565e-15,1.1024833536361645e-15
0.06000000284984708,9.816338497923248,0.6094197568421595,-1.1102230246251565e-16,-1.186968047903009e-16
0.06100000289734453,9.815724516972494,0.619390518132434,1.9984014443252818e-15,1.990778357596144e-15
0.06200000294484198,9.814995339782783,0.6293603118146134,2.220446049250313e-15,2.2128589842951114e-15
0.06300000299233943,9.81414135485083,0.6393291222457034,1.2212453270876722e-15,1.2136772434364457e-15
0.06400000303983688,9.813158337345271,0.6492969328715201,4.440892098500626e-16,4.3652645720075514e-16
0.06500000308733433,9.812036079287628,0.6592637281496998,-4.440892098500626e-16,-4.516625009528055e-16
0.06600000313483179,9.810764111753803,0.6692294925818878,-4.440892098500626e-16,-4.516913793505617e-16
0.06700000318232924,9.809333505186988,0.6791942104092445,-2.220446049250313e-16,-2.2969502886856567e-16
0.06800000322982669,9.807735374748274,0.6891578658652406,-4.440892098500626e-16,-4.518082655103854e-16
