time,der_p,der_T
0.0,0.0,0.0
0.0020000000949949026,0.0,0.0
0.004000000189989805,0.0,0.0
0.006000000052154064,0.0,0.0
0.00800000037997961,0.0,0.0
0.009999999776482582,0.0,0.0
0.012000000104308128,0.0,0.0
0.014000000432133675,0.0,0.0
0.01600000075995922,0.0,0.0
0.017999999225139618,0.0,0.0
0.019999999552965164,0.0,0.0
0.02199999988079071,0.0,0.0
0.024000000208616257,0.0,0.0
0.026000000536441803,0.0,0.0
0.02800000086426735,0.0,0.0
0.029999999329447746,0.0,0.0
0.03200000151991844,0.0,0.0
0.03400000184774399,0.0,0.0
0.035999998450279236,0.0,0.0
0.03799999877810478,0.0,0.0
0.03999999910593033,0.0,0.0
0.041999999433755875,0.0,0.0
0.04399999976158142,0.0,0.0
0.04600000008940697,0.0,0.0
0.04800000041723251,0.0,0.0
0.05000000074505806,0.0,0.0
0.052000001072883606,0.0,0.0
0.05400000140070915,0.0,0.0
0.0560000017285347,0.0,0.0
0.057999998331069946,0.0,0.0
0.05999999865889549,0.0,0.0
0.06199999898672104,0.0,0.0
0.06400000303983688,0.0,0.0
0.06599999964237213,0.0,0.0
0.06800000369548798,0.0,0.0
0.07000000029802322,0.0,0.0
0.07199999690055847,0.0,0.0
0.07400000095367432,0.0,0.0
0.07599999755620956,0.0,0.0
0.07800000160932541,0.0,0.0
0.07999999821186066,0.0,0.0
0.0820000022649765,0.0,0.0
0.08399999886751175,0.0,0.0
0.0860000029206276,0.0,0.0
0.08799999952316284,0.0,0.0
0.09000000357627869,0.0,0.0
0.09200000017881393,0.0,0.0
0.09399999678134918,0.0,0.0
0.09600000083446503,0.0,0.0
0.09799999743700027,0.0,0.0
0.10000000149011612,0.0,0.0
0.10199999809265137,0.0,0.0
0.10400000214576721,0.0,0.0
0.10599999874830246,0.0,0.0
0.1080000028014183,0.0,0.0
0.10999999940395355,0.0,0.0
0.1120000034570694,0.0,0.0
0.11400000005960464,0.0,0.0
0.11599999666213989,0.0,0.0
0.11800000071525574,0.0,0.0
0.11999999731779099,0.0,0.0
0.12200000137090683,0.0,0.0
0.12399999797344208,0.0,0.0
0.12600000202655792,0.0,0.0
0.12800000607967377,0.0,0.0
0.12999999523162842,0.0,0.0
0.13199999928474426,0.0,0.0
0.1340000033378601,0.0,0.0
0.13600000739097595,0.0,0.0
0.1379999965429306,0.0,0.0
0.14000000059604645,0.0,0.0
0.1420000046491623,0.0,0.0
0.14399999380111694,0.0,0.0
0.1459999978542328,0.0,0.0
0.14800000190734863,0.0,0.0
0.15000000596046448,0.0,0.0
0.15199999511241913,0.0,0.0
0.15399999916553497,0.0,0.0
0.15600000321865082,0.0,0.0
0.15800000727176666,0.0,0.0
0.1599999964237213,0.0,0.0
0.16200000047683716,0.0,0.0
0.164000004529953,0.0,0.0
0.16599999368190765,0.0,0.0
0.1679999977350235,0.0,0.0
0.17000000178813934,0.0,0.0
0.1720000058412552,0.0,0.0
0.17399999499320984,0.0,0.0
0.17599999904632568,0.0,0.0
0.17800000309944153,0.0,0.0
0.18000000715255737,0.0,0.0
0.18199999630451202,0.0,0.0
0.18400000035762787,0.0,0.0
0.1860000044107437,0.0,0.0
0.18799999356269836,0.0,0.0
0.1899999976158142,0.0,0.0
0.19200000166893005,0.0,0.0
0.1940000057220459,0.0,0.0
0.19599999487400055,0.0,0.0
0.1979999989271164,0.0,0.0
0.20000000298023224,0.0,0.0
0.20200000703334808,0.0,0.0
0.20399999618530273,0.0,0.0
0.20600000023841858,0.0,0.0
0.20800000429153442,0.0,0.0
0.20999999344348907,0.0,0.0
0.21199999749660492,0.0,0.0
0.21400000154972076,0.0,0.0
0.2160000056028366,0.0,0.0
0.21799999475479126,0.0,0.0
0.2199999988079071,0.0,0.0
0.22200000286102295,0.0,0.0
0.2240000069141388,0.0,0.0
0.22599999606609344,0.0,0.0
0.2280000001192093,0.0,0.0
0.23000000417232513,0.0,0.0
0.23199999332427979,0.0,0.0
0.23399999737739563,0.0,0.0
0.23600000143051147,0.0,0.0
0.23800000548362732,0.0,0.0
0.23999999463558197,0.0,0.0
0.24199999868869781,0.0,0.0
0.24400000274181366,0.0,0.0
0.2460000067949295,0.0,0.0
0.24799999594688416,0.0,0.0
0.25,0.0,0.0
0.25200000405311584,0.0,0.0
0.2540000081062317,0.0,0.0
0.25600001215934753,0.0,0.0
0.257999986410141,0.0,0.0
0.25999999046325684,0.0,0.0
0.2619999945163727,0.0,0.0
0.2639999985694885,0.0,0.0
0.26600000262260437,0.0,0.0
0.2680000066757202,0.0,0.0
0.27000001072883606,0.0,0.0
0.2720000147819519,0.0,0.0
0.27399998903274536,0.0,0.0
0.2759999930858612,0.0,0.0
0.27799999713897705,0.0,0.0
0.2800000011920929,0.0,0.0
0.28200000524520874,0.0,0.0
0.2840000092983246,0.0,0.0
0.28600001335144043,0.0,0.0
0.2879999876022339,0.0,0.0
0.28999999165534973,0.0,0.0
0.2919999957084656,0.0,0.0
0.2939999997615814,0.0,0.0
0.29600000381469727,0.0,0.0
0.2980000078678131,0.0,0.0
0.30000001192092896,-5.5444320423703175e-5,-6.836048048741716e-7
0.3019999861717224,-8.974773778244753,-0.11376501663235117
0.30399999022483826,-17.300278444933497,-0.225689217803828
0.3059999942779541,-24.98395174587654,-0.3357810176785072
0.30799999833106995,-32.03331454446618,-0.44404985500972893
0.3100000023841858,-38.455887655160495,-0.5505051677328328
0.31200000643730164,-44.259191843465715,-0.6551563929651483
0.3140000104904175,-49.450747825975554,-0.7580129670060853
0.3160000145435333,-54.03807627033507,-0.8590843253372002
