time,Noise,Noise_Filt,Noise_Filt_Sat,Sine,Sine_Filt,Sine_Filt_Quantized
2.009,0.9095743209163927,0.6845647729009535,0.5,1.8110306591223708,1.9841771073492784,2.0
2.01,-0.20042967514889146,0.6252828248622944,0.5,1.8101811266504018,1.9843056592859092,2.0
2.011,0.05162383234521549,0.6004716626623314,0.5,1.8093297839974571,1.984432112986372,2.0
2.012,-1.8621411283247442,0.3376804384886217,0.3376804384886217,1.8084766320148795,1.984556468460499,2.0
2.013,-0.6195717125721352,0.24334995249267355,0.24334995249267355,1.8076216715558204,1.9846787257206742,2.0
2.014,1.9204311959963805,0.4712363543675874,0.4712363543675874,1.8067649034752402,1.9847988847818283,2.0
2.015,-3.986443781225935,-0.05063093600403357,-0.05063093600403357,1.8059063286299073,1.9849169456614382,2.0
2.016,0.10601187445329462,-0.03484790489717008,-0.03484790489717008,1.8050459478783962,1.985032908379522,2.0
2.017,-0.662152952475616,-0.11587462871176374,-0.11587462871176374,1.8041837620810879,1.9851467729586365,2.0
2.018,-2.0808185585210834,-0.37018321709131163,-0.37018321709131163,1.8033197721001673,1.9852585394238742,2.0
2.019,-1.7125716719063364,-0.5657455152250385,-0.5,1.8024539787996252,1.98536820780286,2.0
2.02,0.5189993210474037,-0.4725833243328609,-0.4725833243328609,1.8015863830452545,1.9854757781257482,2.0
2.021,0.5993413308551769,-0.3740364917593206,-0.3740364917593206,1.8007169857046512,1.9855812504252193,2.0
2.022,-1.8849463836714346,-0.5909529651302836,-0.5,1.7998457876472116,1.9856846247364768,2.0
2.023,-2.0332626350877194,-0.8155631462597346,-0.5,1.7989727897441348,1.9857859010972445,2.0
2.024,-2.6088751335187745,-1.1008943806365945,-0.5,1.798097992868418,1.9858850795477632,2.0
2.025,3.02635836216751,-0.667554866333826,-0.5,1.7972213978948584,1.9859821601307877,2.0
2.026,0.3779268090461345,-0.5869362718863678,-0.5,1.7963430057000502,1.9860771428915833,2.0
2.027,0.7429132419585506,-0.46472530304723036,-0.46472530304723036,1.7954628171623863,1.9861700278779235,2.0
2.028,0.760439196219437,-0.3464341383674391,-0.3464341383674391,1.794580833162055,1.9862608151400862,2.0
2.029,1.2538541695741312,-0.17238066025230037,-0.17238066025230037,1.79369705458104,1.9863495047308515,2.0
2.03,-1.2826899910477352,-0.32409787612065255,-0.32409787612065255,1.7928114823031196,1.9864360967054977,2.0
2.031,2.257343764812009,-0.02572501171311803,-0.02572501171311803,1.7919241172138667,1.9865205911217991,2.0
2.032,0.8343380089095254,0.07985348998622854,0.07985348998622854,1.7910349602006457,1.9866029880400222,2.0
2.033,-1.8771144600042045,-0.15877849201360872,-0.15877849201360872,1.790144012152614,1.9866832875229237,2.0
2.034,1.0202469049342953,-0.02330870429614107,-0.02330870429614107,1.7892512739607187,1.9867614896357466,2.0
2.035,3.215511821026068,0.379795708546925,0.379795708546925,1.788356746517699,1.986837594446217,2.0
2.036,-0.7889140755435301,0.2621916636766375,0.2621916636766375,1.787460430718082,1.9869116020245428,2.0
2.037,0.22769117014146115,0.2775434767604883,0.2775434767604883,1.7865623274581832,1.986983512443408,2.0
2.038,-1.7196368518940501,0.04871169643570761,0.04871169643570761,1.7856624376361052,1.9870533257779726,2.0
2.039,-0.8611658843072376,-0.06136962392448264,-0.06136962392448264,1.784760762151739,1.9871210421058667,2.0
2.04,0.0867240118633571,-0.047460641245338844,-0.047460641245338844,1.7838573019067592,1.9871866615071905,2.0
2.041,0.25449588036162873,-0.013275624137868147,-0.013275624137868147,1.7829520578046263,1.9872501840645092,2.0
2.042,-1.6039309176254863,-0.21310320763416102,-0.21310320763416102,1.7820450307505837,1.9873116098628507,2.0
2.043,-1.7621095719435511,-0.422711743745397,-0.422711743745397,1.7811362216516593,1.9873709389897027,2.0
2.044,-2.5723408564591663,-0.7231187636155223,-0.5,1.7802256314166616,1.9874281715350102,2.0
2.045,0.7148726366010282,-0.5976037458596173,-0.5,1.7793132609561808,1.987483307591171,2.0
2.046,0.9112989811128213,-0.45381118592753317,-0.45381118592753317,1.778399111182587,1.987536347253035,2.0
2.047,0.2125861971659646,-0.4045473519854109,-0.4045473519854109,1.7774831830100306,1.9875872906178995,2.0
2.048,0.4492291869793871,-0.32816633601371686,-0.32816633601371686,1.7765654773544393,1.9876361377855072,2.0
2.049,-1.5393781423370452,-0.504180287005162,-0.5,1.7756459951335188,1.9876828888580422,2.0
2.05,-1.2797221096773557,-0.6389365363645733,-0.5,1.774724737266751,1.9877275439401287,2.0
2.051,0.5520741581791416,-0.5379804397739518,-0.5,1.7738017046753936,1.9877701031388268,2.0
2.052,0.8004143045281278,-0.4110296297192381,-0.4110296297192381,1.7728768982824794,1.9878105665636305,2.0
2.053,-2.1053455831844037,-0.6536463461313269,-0.5,1.771950319012815,1.9878489343264638,2.0
2.054,2.121367760562494,-0.3557930587544489,-0.3557930587544489,1.771021967792979,1.9878852065416788,2.0
2.055,2.101608880154104,-0.07530229579746361,-0.07530229579746361,1.7700918455513226,1.9879193833260518,2.0
2.056,-0.3159849682898751,-0.11103530204382484,-0.11103530204382484,1.7691599532179685,1.987951464798782,2.0
2.057,0.9090157396049051,0.008143430508979754,0.008143430508979754,1.7682262917248086,1.9879814510814866,2.0
2.058,-2.0359093063757214,-0.24675240431343448,-0.24675240431343448,1.7672908620055043,1.9880093422981995,2.0
2.059,0.13448472421365595,-0.2176041935710557,-0.2176041935710557,1.766353664995485,1.988035138575368,2.0
2.06,1.5962918315068682,-0.007187504954144219,-0.007187504954144219,1.7654147016319481,1.98805884004185,2.0
2.061,-1.6989499136430906,-0.21919686891182344,-0.21919686891182344,1.7644739728538568,1.9880804468289104,2.0
2.062,0.8347724717596846,-0.1038904664962717,-0.1038904664962717,1.7635314796019397,1.9880999590702193,2.0
2.063,0.45929154114592585,-0.04128450052821739,-0.04128450052821739,1.7625872228186894,1.988117376901849,2.0
2.064,3.105861031351445,0.3490123534171252,0.3490123534171252,1.7616412034483637,1.9881327004622709,2.0
2.065,1.43091041121494,0.5104255371481364,0.5,1.7606934224369812,1.988145929892352,2.0
2.066,0.9711678380051065,0.6063002400413681,0.5,1.7597438807323231,1.9881570653353537,2.0
2.067,0.4194851410045152,0.6284208706648642,0.5,1.7587925792839307,1.9881661069369276,2.0
2.068,1.9537665812747185,0.8412206497909608,0.5,1.7578395190431058,1.9881730548451138,2.0
2.069,-0.3768940686717004,0.7520478587174501,0.5,1.7568847009629083,1.9881779092103364,2.0
2.07,0.7470695583910244,0.8078291605804556,0.5,1.7559281259981563,1.988180670185403,2.0
2.071,-0.776350135070803,0.6703939356675823,0.5,1.7549697951054242,1.9881813379255,2.0
2.072,0.5568350125784745,0.7064786154565126,0.5,1.7540097092430438,1.9881799125881912,2.0
2.073,-0.37568708171150783,0.6241937994697482,0.5,1.7530478693711002,1.9881763943334134,2.0
2.074,0.38169027951018303,0.6406953944350335,0.5,1.7520842764514333,1.9881707833234756,2.0
2.075,-0.8812898446020102,0.49849939413803085,0.49849939413803085,1.7511189314476354,1.9881630797230552,2.0
2.076,-2.526584334772263,0.15775138258459664,0.15775138258459664,1.7501518353250527,1.9881532836991942,2.0
2.077,0.03413217457723235,0.15413033527752085,0.15413033527752085,1.7491829890507804,1.9881413954212992,2.0
2.078,2.648361138626834,0.4774689608419991,0.4774689608419991,1.7482123935936646,1.9881274150611359,2.0
2.079,-0.8336381033434436,0.3493907498819687,0.3493907498819687,1.7472400499243008,1.988111342792828,2.0
2.08,-0.46491799942064005,0.2738064624602901,0.2738064624602901,1.746265959015033,1.988093178792854,2.0
2.081,1.6969291859534896,0.4722322875814622,0.4722322875814622,1.7452901218399515,1.988072923240044,2.0
2.082,2.0914513510799297,0.7100520920873804,0.5,1.7443125393748937,1.9880505763155776,2.0
2.083,0.775041095517027,0.7714296244226398,0.5,1.7433332125974417,1.9880261382029816,2.0
2.084,0.3503235597016297,0.7766485881642116,0.5,1.7423521424869226,1.9879996090881258,2.0
2.085,0.9326284616913485,0.8543947164674195,0.5,1.7413693300244062,1.987970989159222,2.0
2.086,-1.0997450948170189,0.6742068437919213,0.5,1.740384776192705,1.98794027860682,2.0
2.087,-2.326343768986194,0.3497035304790508,0.3497035304790508,1.7393984819763721,1.9879074776238062,2.0
2.088,-1.161166184524,0.18707258088959788,0.18707258088959788,1.7384104483617027,1.9878725864053992,2.0
2.089,1.4331029831368427,0.35685682473722335,0.35685682473722335,1.7374206763367297,1.9878356051491486,2.0
2.09,-0.3871747810526378,0.2906171358687823,0.2906171358687823,1.7364291668912253,1.987796534054932,2.0
2.091,-0.2398107668731378,0.2461099332162009,0.2461099332162009,1.735435921016698,1.9877553733249518,2.0
2.092,1.6534622254116154,0.4404872147318428,0.4404872147318428,1.734440939706395,1.9877121231637331,2.0
2.093,0.43564760560773735,0.4729188046962179,0.4729188046962179,1.7334442239552967,1.9876667837781208,2.0
2.094,-1.0978722652885275,0.3120388313003408,0.3120388313003408,1.732445774760119,1.9876193553772767,2.0
2.095,0.5342299842356003,0.36321563776477384,0.36321563776477384,1.7314455931193105,1.9875698381726778,2.0
2.096,0.5571795239937921,0.41470229637575917,0.41470229637575917,1.7304436800330534,1.9875182323781126,2.0
2.097,-1.5099583936148127,0.20522238235511914,0.20522238235511914,1.7294400365032607,1.9874645382096792,2.0
2.098,-2.6896374309945696,-0.14124341563695797,-0.14124341563695797,1.7284346635335754,1.9874087558857823,2.0
2.099,-1.4193438577214308,-0.31159922707028886,-0.31159922707028886,1.7274275621293702,1.98735088562713,2.0
2.1,1.4120453454868052,-0.11951359753092361,-0.11951359753092361,1.7264187332977474,1.9872909276567332,2.0
2.101,-0.6471747541006767,-0.19443476191696202,-0.19443476191696202,1.7254081780475352,1.9872288821999005,2.0
2.102,-0.03548806681188785,-0.18914903217259993,-0.18914903217259993,1.7243958973892886,1.987164749484237,2.0
2.103,1.216642450484916,-0.02761127425335519,-0.02761127425335519,1.723381892335288,1.9870985297396424,2.0
2.104,-2.010009152345405,-0.2774818545838631,-0.2774818545838631,1.722366163899539,1.987030223198306,2.0
2.105,-0.785063991530067,-0.3617407607959283,-0.3617407607959283,1.7213487130977696,1.9869598300947064,2.0
2.106,-2.5725298819804108,-0.6652199580036833,-0.5,1.7203295409474306,1.9868873506656086,2.0
2.107,-0.17021931046274644,-0.6532363739113424,-0.5,1.7193086484676936,1.9868127851500597,2.0
2.108,1.8969442495412205,-0.38345652402312247,-0.38345652402312247,1.718286036679452,1.9867361337893887,2.0
2.109,0.47207314161590413,-0.30527455511997803,-0.30527455511997803,1.7172617066053166,1.9866573968272025,2.0
2.11,0.011136931839372708,-0.2886187108840575,-0.2886187108840575,1.7162356592696177,1.9865765745093835,2.0
2.111,-2.163018837108962,-0.5445651299784754,-0.5,1.7152078956984023,1.9864936670840871,2.0
2.112,-0.17919299337309197,-0.5397359976511882,-0.5,1.7141784169194345,1.9864086748017402,2.0
2.113,-0.5512665852323841,-0.5816575209226769,-0.5,1.7131472239621928,1.9863215979150364,2.0
2.114,1.0554460854590595,-0.4206438841941601,-0.4206438841941601,1.7121143178578697,1.986232436678936,2.0
2.115,1.6862515979681514,-0.18883024023843287,-0.18883024023843287,1.7110796996393711,1.9861411913506617,2.0
2.116,2.064066279315665,0.07861955668794662,0.07861955668794662,1.7100433703413158,1.9860478621896966,2.0
2.117,-1.7367803205421128,-0.14240896121421487,-0.14240896121421487,1.7090053310000326,1.985952449457782,2.0
2.118,0.17820528006776545,-0.11301285314503341,-0.11301285314503341,1.707965582653561,1.9858549534189152,2.0
2.119,-2.6759499900758534,-0.44185595924726373,-0.44185595924726373,1.7069241263416486,1.9857553743393452,2.0
2.12,-0.45289745063157555,-0.47637534261384756,-0.47637534261384756,1.7058809631057523,1.9856537124875726,2.0
2.121,2.4741041684741876,-0.14329355442388114,-0.14329355442388114,1.7048360939890355,1.9855499681343456,2.0
2.122,-1.1317506692189958,-0.2775977103550614,-0.2775977103550614,1.7037895200363664,1.9854441415526576,2.0
2.123,-0.09134328900553101,-0.27513573596299973,-0.27513573596299973,1.702741242294319,1.985336233017745,2.0
2.124,0.5099551208323916,-0.19763455906080057,-0.19763455906080057,1.7016912618111715,1.9852262428070857,2.0
2.125,-0.401903445722346,-0.23799076182305381,-0.23799076182305381,1.700639579636904,1.9851141712003948,2.0
2.126,0.14862488032689408,-0.20751311369103936,-0.20751311369103936,1.6995861968231987,1.9850000184796228,2.0
2.127,-0.07338613459825158,-0.20631072483126886,-0.20631072483126886,1.6985311144234376,1.9848837849289542,2.0
2.128,1.0610245000656537,-0.06336712608149886,-0.06336712608149886,1.6974743334927043,1.9847654708348035,2.0
2.129,-1.8632972322218397,-0.29311092380515436,-0.29311092380515436,1.6964158550877788,1.9846450764858135,2.0
2.13,-0.0804089602777438,-0.2885064976496146,-0.2885064976496146,1.6953556802671397,1.984522602172853,2.0
2.131,0.24687696794783395,-0.24322155177365462,-0.24322155177365462,1.694293810090961,1.9843980481890147,2.0
2.132,-1.8728394138833933,-0.4651654009203965,-0.4651654009203965,1.693230245621114,1.9842714148296114,2.0
2.133,2.986630267560195,-0.0685783474293522,-0.0685783474293522,1.6921649879211624,1.9841427023921747,2.0
2.134,-0.5274978348022709,-0.13108665940816847,-0.13108665940816847,1.6910980380563638,1.9840119111764523,2.0
2.135,-0.4267174262578139,-0.1778720047199868,-0.1778720047199868,1.6900293970936677,1.9838790414844056,2.0
2.136,0.4453885025118407,-0.1133048416700072,-0.1133048416700072,1.6889590661017158,1.9837440936202073,2.0
2.137,-0.7984486868163526,-0.2074456854385509,-0.2074456854385509,1.6878870461508386,1.9836070678902393,2.0
2.138,1.8997393720796052,0.040394020343327286,0.040394020343327286,1.686813338313056,1.9834679646030895,2.0
2.139,0.5297149450323311,0.10458868745520239,0.10458868745520239,1.685737943662075,1.98332678406955,2.0
2.14,0.8345549950317935,0.20367862746141663,0.20367862746141663,1.6846608632732913,1.983183526602615,2.0
2.141,0.42063457740921695,0.24607401826449798,0.24607401826449798,1.6835820982237848,1.9830381925174774,2.0
2.142,0.5619762799796317,0.30401735234872707,0.30401735234872707,1.6825016495923204,1.9828907821315274,2.0
2.143,-1.3647701034083168,0.11822022180525082,0.11822022180525082,1.681419518459346,1.9827412957643495,2.0
2.144,-0.06485887189375411,0.10420185172826901,0.10420185172826901,1.6803357059069939,1.982589733737721,2.0
2.145,-0.7611054591973949,0.0038535767421810085,0.0038535767421810085,1.6792502130190758,1.9824360963756085,2.0
2.146,0.415558552846966,0.0556057170109428,0.0556057170109428,1.6781630408810846,1.9822803840041665,2.0
2.147,2.5755402355619004,0.3747679606056331,0.3747679606056331,1.677074190580192,1.9821225969517342,2.0
2.148,-0.7687572003607477,0.259934912530258,0.259934912530258,1.675983663205249,1.9819627355488343,2.0
2.149,0.28287354085995786,0.28229735951123985,0.28229735951123985,1.6748914598467823,1.981800800128169,2.0
2.15,0.0398276114475129,0.27316094296661697,0.27316094296661697,1.6737975815969954,1.9816367910246195,2.0
2.151,0.12073104190245672,0.27459427605609316,0.27459427605609316,1.672702029549766,1.9814707085752423,2.0
2.152,1.6852443903059044,0.4715201110415268,0.4715201110415268,1.671604804800647,1.9813025531192678,2.0
2.153,-2.067570712882208,0.18949776637917415,0.18949776637917415,1.6705059084468625,1.981132324998097,2.0
2.154,-0.7251245606070754,0.08938230798433089,0.08938230798433089,1.6694053415873087,1.9809600245553003,2.0
2.155,2.454891430106569,0.3917746213484363,0.3917746213484363,1.6683031053225519,1.9807856521366143,2.0
2.156,-0.5148478617389486,0.3078299075636459,0.3078299075636459,1.6671992007548293,1.9806092080899402,2.0
2.157,-1.6120742916374582,0.09092912573078094,0.09092912573078094,1.6660936289880448,1.980430692765341,2.0
2.158,-3.080111120932077,-0.29863122067226855,-0.29863122067226855,1.6649863911277702,1.9802501065150389,2.0
2.159,1.4862493779334438,-0.09791848739697462,-0.09791848739697462,1.6638774882812428,1.980067449693414,2.0
2.16,1.0346636126513107,0.03631038855428814,0.03631038855428814,1.6627669215573662,1.9798827226570015,2.0
2.161,2.4554202648447783,0.341422402232171,0.341422402232171,1.6616546920667066,1.9796959257644893,2.0
2.162,0.12910162137645875,0.3404889847926198,0.3404889847926198,1.6605408009214935,1.9795070593767157,2.0
2.163,1.3057693832055848,0.48668570845368686,0.48668570845368686,1.6594252492356174,1.9793161238566674,2.0
2.164,-1.2285458275859922,0.3087831945827535,0.3087831945827535,1.6583080381246307,1.9791231195694774,2.0
2.165,-1.0087058778461226,0.16725580012285024,0.16725580012285024,1.657189168705744,1.9789280468824217,2.0
2.166,0.1271561347242336,0.17478752695723693,0.17478752695723693,1.656068642097827,1.978730906164919,2.0
2.167,-0.74764531498563,0.07259248623617126,0.07259248623617126,1.6549464594214052,1.9785316977885261,2.0
