time,der_p,der_T
0.322,-64.24986851868232,-1.15168018160879
0.324,-66.49549614966702,-1.245704850045728
0.326,-68.17450102785438,-1.337991474813204
0.328,-69.29440348161052,-1.4285494864290493
0.33,-69.86272379045488,-1.5173883145934681
0.332,-69.88698218495881,-1.6045173881891905
0.334,-69.37469884681798,-1.6899461352816043
0.336,-68.33339390879462,-1.773683983118344
0.338,-66.7705874547662,-1.8557403581300542
0.34,-64.69379951973326,-1.9361246859296963
0.342,-62.1105500897861,-2.014846391313147
0.344,-59.02836122451845,-2.0919149352980964
0.346,-55.454772603651804,-2.1673400864340895
0.348,-51.39728411069814,-2.2411309188179835
0.35,-46.86341551788996,-2.3132968536586795
0.352,-41.86068654810265,-2.3838473113402765
0.354,-36.3966168749547,-2.4527917114217446
0.356,-30.478726122665762,-2.520139472637353
0.358,-24.114533866128,-2.5859000128964267
0.36,-17.311559630992747,-2.650082749283377
0.362,-10.077322893485189,-2.712697098058068
0.364,-2.419343080596718,-2.773752474655542
0.366,5.654860429990549,-2.833258293686058
0.368,14.137768309993703,-2.8912239689353543
0.37,23.021861280348276,-2.9476589133647133
0.372,32.2996201113225,-3.0025725391107674
0.374,41.963525622485804,-3.0559742574856585
0.376,52.006058682706225,-3.1078734789768174
0.378,62.4197002101464,-3.158279613247927
0.38,73.196931172262,-3.2072020691376566
0.382,84.3302325857984,-3.254650254660766
0.384,95.812085516823,-3.3006335770074737
0.386,107.63497108058004,-3.345161442544053
0.388,119.7913704417017,-3.3882432568124656
0.39,132.27376481410073,-3.429888424530393
0.392,145.07463546085143,-3.470106349591569
0.394,158.18646369445298,-3.5089064350659953
0.396,171.6017308765595,-3.546298083199068
0.398,185.31291841808832,-3.5822906954125324
0.4,199.3125077793427,-3.6168936723043803
0.402,213.59298046976545,-3.6501164136485946
0.404,228.14681804809783,-3.68196831839517
0.406,242.9665021223364,-3.7124587846706536
0.408,258.0445143497301,-3.741597209777536
0.41,273.3733364367765,-3.7693929901949574
0.412,288.94545013922124,-3.7958555215782512
0.414,304.7533372620523,-3.820994198758988
0.416,320.78947965949914,-3.8448184157455283
0.418,337.0463592350288,-3.8673375657223827
0.42,353.5164579413897,-3.888561041050952
0.422,370.1922577804259,-3.9084982332690483
0.424,387.06624080339225,-3.927158533090932
0.426,404.1308891105881,-3.944551330407712
0.428,421.3786848517208,-3.9606860142875915
0.43,438.80211022553044,-3.9755719729748
0.432,456.39364748016624,-3.989218593890739
0.434,474.14577891284847,-4.001635263633855
0.436,492.0509868700575,-4.012831367979309
0.438,510.1017537474832,-4.022816291879006
0.44,528.2905619899716,-4.031599419462228
0.442,546.609894091723,-4.039190134035092
0.444,565.0522325960382,-4.045597818080601
0.446,583.610060095315,-4.050831853259073
0.448,602.2758592312981,-4.054901620408183
0.45,621.0421126948727,-4.057816499542629
0.452,639.9013032261132,-4.059585869854366
0.454,658.8459136143349,-4.06021910971244
0.456,677.8684266978787,-4.059725596663444
0.458,696.9613253644734,-4.058114707431573
0.46,716.1170925508208,-4.055395817918236
0.462,735.3282112430023,-4.051578303202342
0.464,754.587164476066,-4.0466715375400995
0.466,773.886435334436,-4.040684894365504
0.468,793.2185069515486,-4.033627746290357
0.47,812.5758625100525,-4.0255094651039265
0.472,831.9509852417593,-4.016339421772964
0.474,851.336358427639,-4.006126986442387
0.476,870.7244653978144,-3.9948815284346963
0.478,890.1077895315636,-3.9826124162500176
0.48,909.4788142573103,-3.969329017566568
0.482,928.830023052629,-3.955040699240908
0.484,948.1538994442328,-3.9397568273067316
0.486,967.4429270080346,-3.9234867669761617
0.488,986.6895893689182,-3.9062398826395963
0.49,1005.8863702011229,-3.888025537865324
0.492,1025.0257532278024,-3.8688530953995626
0.494,1044.1002222214545,-3.8487319171671612
0.496,1063.102261003488,-3.827671364270771
0.498,1082.0243534446533,-3.80568079699175
0.5,1100.8589834646589,-3.7827695747895715
0.502,1119.5986350323824,-3.7589470563018694
0.504,1138.235792165765,-3.734222599345117
0.506,1156.7629389320205,-3.7086055609138247
0.508,1175.1725594473137,-3.68210529718142
0.51,1193.457137876965,-3.6547311634994735
0.512,1211.6091584354567,-3.6264925143987696
0.514,1229.6211053862053,-3.59739870358768
0.516,1247.4854630418909,-3.5674590839545286
0.518,1265.194715764234,-3.536683007565303
0.52,1282.7413479641016,-3.5050798256651894
0.522,1300.1178441012873,-3.4726588886783967
0.524,1317.31668868483,-3.4394295462077995
0.526,1334.330366272859,-3.405401147034941
0.528,1351.1513614724718,-3.370583039120753
0.53,1367.7721589398454,-3.334984569604736
0.532,1384.1852433803924,-3.2986150848058475
0.534,1400.3830995484373,-3.2614839302219183
0.536,1416.3582122474284,-3.2236004505296982
0.538,1432.1030663298257,-3.184973989585523
0.54,1447.6101466973125,-3.1456138904247437
0.542,1462.871938300476,-3.10552949526155
0.544,1477.880926139011,-3.0647301454904747
0.546,1492.6295952617202,-3.0232251816843703
0.548,1507.1104307663077,-2.9810239435960875
0.55,1521.3159177996743,-2.9381357701575297
0.552,1535.2385415577228,-2.8945699994804643
0.554,1548.870787285447,-2.8503359688559975
0.556,1562.2051402767304,-2.8054430147546063
0.558,1575.2340858746961,-2.7599004728267764
0.56,1587.9501094713037,-2.7137176779022614
0.562,1600.3456965077412,-2.666903963990916
0.564,1612.4133324740283,-2.619468664281959
0.566,1624.145502909415,-2.57142111114495
0.568,1635.5346934020156,-2.522770636128377
0.57,1646.573389589029,-2.4735265699615154
0.572,1657.2540771566578,-2.4236982425532316
0.574,1667.5692418401309,-2.3732949829923236
0.576,1677.5113694236848,-2.32232611954744
0.578,1687.0729457405655,-2.2708009796674773
0.58,1696.2464566730262,-2.218728889981791
0.582,1705.0243881523274,-2.166119176298977
0.584,1713.399226158727,-2.1129811636089073
0.586,1721.363456721524,-2.0593241760808043
0.588,1728.909565918882,-2.0051575370645205
0.59,1736.0300398781349,-1.9504905690905772
0.592,1742.717364775428,-1.8953325938690146
0.594,1748.964026836072,-1.839692932291293
0.596,1754.7625123341854,-1.7835809044285018
0.598,1760.1053075930383,-1.727005829532568
0.6,1764.9848989847508,-1.6699770260361326
0.602,1769.393772930469,-1.612503811552238
0.604,1773.3244159002602,-1.5545955028744378
0.606,1776.7693144132897,-1.496261415977259
0.608,1779.720955037567,-1.4375108660158005
0.61,1782.1718243901046,-1.3783531673257798
0.612,1784.1144091369156,-1.3187976334238836
0.614,1785.5411959928565,-1.258853577007947
0.616,1786.4446717218548,-1.1985303099561095
0.618,1786.8173231367527,-1.1378371433277645
0.62,1786.6516370993797,-1.076783387363414
0.622,1785.9401005203968,-1.0153783514844865
0.624,1784.6752003595288,-0.9536313442933119
0.626,1782.8494236254292,-0.8915516735736446
0.628,1780.4552573756243,-0.8291486462901326
0.63,1777.4851887165848,-0.766431568588881
0.632,1773.9317048038038,-0.7034097457971311
0.634,1769.7872928416145,-0.6400924824232882
0.636,1765.0444400832987,-0.5764890821573724
0.638,1759.6956338310442,-0.512608847870528
0.64,1753.7333614360414,-0.44846108161557496
0.642,1747.1501102983143,-0.3840550846265788
0.644,1739.9383678668337,-0.31940015731944094
0.646,1732.0906216395056,-0.2545055992911138
0.648,1723.5993591630663,-0.18938070932078022
0.65,1714.4570680332454,-0.1240347853686582
0.652,1704.6562358946462,-0.05847712457724907
0.654,1694.1893504407947,0.007282976729670376
0.656,1683.048899414048,0.07323622304626443
0.658,1671.2273706057545,0.13937331968505695
0.66,1658.7172518560587,0.20568497277650566
0.662,1645.5110310540904,0.27216188926933893
0.664,1631.6011961377758,0.3387947769301427
0.666,1616.9802350940154,0.40557434434361506
0.668,1601.6406359585194,0.4724913009124217
0.67,1585.5748868159044,0.5395363568570294
0.672,1568.7754757996681,0.6067002232158993
0.674,1551.234891092172,0.673973611845175
0.676,1532.9456209246532,0.7413472354188428
0.678,1513.9001535772131,0.8088118074286628
0.68,1494.0909773788221,0.876358042183989
0.682,1473.5105807073091,0.9439766548119031
0.684,1452.1514519893753,1.0116583612570116
0.686,1430.0060797005426,1.0793938782814962
0.688,1407.0669523652248,1.1471739234650975
0.69,1383.3265585566724,1.214989215204975
0.692,1358.777386896973,1.2828304727156814
0.694,1333.41192605708,1.3506884160292274
0.696,1307.2226647567657,1.4185537659948924
0.698,1280.2020917646664,1.4864172442792776
0.7,1252.34269589823,1.5542695733661978
0.702,1252.339416745693,1.5542146979165212
0.704,1252.3361377826648,1.5541598254181106
0.706,1252.3328590091367,1.5541049558707931
0.708,1252.329580425097,1.5540500892743792
0.71,1252.3263020305435,1.5539952256287086
0.712,1252.3230238254687,1.5539403649336057
0.714,1252.3197458098623,1.553885507188886
0.716,1252.316467983715,1.5538306523943697
0.718,1252.3131903470219,1.5537758005498883
0.72,1252.3099128997744,1.553720951655263
0.722,1252.3066356419665,1.5536661057103223
0.724,1252.303358573589,1.5536112627148861
0.726,1252.3000816946328,1.5535564226687741
0.728,1252.2968050050927,1.5535015855718166
0.73,1252.2935285049596,1.5534467514238346
0.732,1252.2902521942287,1.553391920224659
0.734,1252.286976072889,1.5533370919741063
0.736,1252.283700140934,1.5532822666720012
0.738,1252.2804243983553,1.5532274443181673
0.74,1252.2771488451488,1.553172624912439
0.742,1252.2738734813001,1.5531178084546204
0.744,1252.2705983068076,1.5530629949445534
0.746,1252.2673233216592,1.5530081843820478
0.748,1252.2640485258519,1.5529533767669441
0.75,1252.2607739193754,1.5528985720990565
0.752,1252.2574995022212,1.5528437703782065
0.754,1252.2542252743842,1.552788971604227
0.756,1252.2509512358527,1.55273417577693
0.758,1252.247677386625,1.5526793828961567
0.76,1252.2444037266891,1.55262459296172
0.762,1252.2411302560367,1.5525698059734403
0.764,1252.2378569746647,1.5525150219311556
0.766,1252.2345838825602,1.5524602408346755
0.768,1252.231310979719,1.5524054626838348
0.77,1252.2280382661297,1.5523506874784445
0.772,1252.2247657417902,1.5522959152183486
0.774,1252.2214934066883,1.5522411459033552
0.776,1252.218221260819,1.5521863795332989
0.778,1252.214949304173,1.5521316161079959
0.78,1252.2116775367442,1.5520768556272793
0.782,1252.2084059585202,1.5520220980909558
0.784,1252.205134569502,1.5519673434988766
0.786,1252.2018633696757,1.551912591850848
0.788,1252.1985923590341,1.5518578431466967
0.79,1252.1953215375697,1.5518030973862456
0.792,1252.1920509052752,1.5517483545693211
0.794,1252.1887804621456,1.5516936146957556
0.796,1252.18551020817,1.5516388777653642
0.798,1252.1822401433426,1.5515841437779765
0.8,1252.1789702676533,1.5515294127334098
0.802,1252.1757005810987,1.5514746846315
0.804,1252.1724310836664,1.5514199594720621
0.806,1252.1691617753481,1.551365237254913
0.808,1252.1658926561431,1.5513105179799005
0.81,1252.1626237260384,1.5512558016468339
0.812,1252.1593549850268,1.5512010882555383
0.814,1252.156086433102,1.5511463778058427
0.816,1252.1528180702553,1.5510916702975681
0.818,1252.1495498964796,1.5510369657305416
0.82,1252.1462819117664,1.5509822641045845
0.822,1252.1430141161093,1.5509275654195258
0.824,1252.1397465095026,1.550872869675195
0.826,1252.1364790919324,1.5508181768713998
0.828,1252.1332118633948,1.5507634870079747
0.83,1252.1299448238851,1.5507088000847538
0.832,1252.1266779733887,1.550654116101542
0.834,1252.1234113119033,1.5505994350581784
0.836,1252.1201448394227,1.5505447569544937
0.838,1252.1168785559346,1.5504900817902967
0.84,1252.1136124614334,1.5504354095654207
0.842,1252.1103465559077,1.5503807402796783
0.844,1252.1070808393595,1.550326073932922
0.846,1252.1038153117713,1.5502714105249498
0.848,1252.1005499731368,1.5502167500555888
0.85,1252.0972848234528,1.5501620925246777
0.852,1252.0940198627118,1.5501074379320405
0.854,1252.090755090901,1.5500527862774893
0.856,1252.0874905080175,1.5499981375608616
0.858,1252.084226114051,1.5499434917819748
0.86,1252.0809619089953,1.5498888489406573
0.862,1252.0776978928404,1.5498342090367287
0.864,1252.0744340655824,1.549779572070024
0.866,1252.0711704272105,1.54972493804036
0.868,1252.0679069777182,1.5496703069475637
0.87,1252.0646437170976,1.5496156787914597
0.872,1252.061380645343,1.5495610535718782
0.874,1252.0581177624435,1.5495064312886377
0.876,1252.054855068391,1.5494518119415586
0.878,1252.0515925631814,1.5493971955304786
0.88,1252.0483302468078,1.5493425820552227
0.882,1252.0450681192567,1.5492879715156018
0.884,1252.0418061805265,1.549233363911456
0.886,1252.0385444306057,1.5491787592426014
0.888,1252.0352828694886,1.5491241575088666
0.89,1252.0320214971673,1.549069558710079
0.892,1252.028760313634,1.5490149628460606
0.894,1252.0254993188798,1.5489603699166332
0.896,1252.0222385128984,1.5489057799216293
0.898,1252.0189778956808,1.5488511928608657
0.9,1252.0157174672217,1.5487966087341773
0.902,1252.0124572275106,1.5487420275413795
0.904,1252.0091971765441,1.5486874492823115
0.906,1252.0059373143092,1.5486328739567818
0.908,1252.0026776408022,1.5485783015646277
0.91,1251.9994181560148,1.5485237321056735
0.912,1251.9961588599363,1.5484691655797338
0.914,1251.9928997525624,1.5484146019866456
0.916,1251.9896408338861,1.5483600413262348
0.918,1251.986382103899,1.5483054835983239
0.92,1251.9831235625898,1.5482509288027306
0.922,1251.979865209955,1.5481963769392897
0.924,1251.9766070459846,1.5481418280078214
0.926,1251.9733490706728,1.5480872820081544
0.928,1251.9700912840112,1.548032738940115
0.93,1251.9668336859936,1.5479781988035308
0.932,1251.9635762766097,1.5479236615982197
0.934,1251.9603190558498,1.547869127324002
0.936,1251.9570620237132,1.5478145959807232
0.938,1251.9538051801885,1.5477600675681973
0.94,1251.9505485252662,1.5477055420862456
0.942,1251.9472920589424,1.5476510195347033
0.944,1251.9440357812048,1.547596499913383
0.946,1251.9407796920516,1.5475419832221278
0.948,1251.9375237914705,1.5474874694607497
0.95,1251.9342680794575,1.5474329586290834
0.952,1251.9310125560012,1.5473784507269455
0.954,1251.927757221097,1.5473239457541699
0.956,1251.9245020747348,1.5472694437105752
0.958,1251.9212471169078,1.5472149445959886
0.96,1251.9179923476102,1.5471604484102424
0.962,1251.9147377668307,1.547105955153151
0.964,1251.9114833745648,1.5470514648245506
0.966,1251.908228761817,1.546996974987468
0.968,1251.9049742715702,1.546942487685223
0.97,1251.9017199684392,1.5468880033026817
0.972,1251.898465852421,1.5468335218396831
0.974,1251.895211923504,1.54677904329604
0.976,1251.8919581816863,1.546724567671596
0.978,1251.8887046269522,1.5466700949661527
0.98,1251.885451259303,1.5466156251795633
0.982,1251.8821980787268,1.546561158311639
0.984,1251.8789450852144,1.5465066943622034
0.986,1251.8756922787618,1.5464522333310913
0.988,1251.8724396593582,1.5463977752181195
0.99,1251.8691872269983,1.5463433200231227
0.992,1251.8659349816746,1.5462888677459243
0.994,1251.8626829233774,1.5462344183863452
0.996,1251.8594310521016,1.5461799719442197
0.998,1251.856179367838,1.546125528419368
1.0,1251.8529278705794,1.546071087811618
